"ParkName","UnitCode","ParkType","NPFlag","Region","States","latitude","longitude","DateCreated","Age","NPS.Fee.Acres","Private.Acres","Gross.Area.Acres","RecreationVisitsTotal2019","RecreationHoursTotal2019","AvgMonthlyVisits2019","AvgMonthlyHours2019","activities","topics","entranceFees"
"Bighorn Canyon","BICA","National Recreation Area",0,"Intermountain ","MT,WY","45.13154227","-108.1443943",1966-10-15,54,"47,986.04","50,413.06","120,296.22","249,659","1,026,252",20804.9166666667,85521,"Arts and Culture, Astronomy, Auto and ATV, Biking, Birdwatching, Boat Tour, Boat Tour, Boating, Bookstore and Park Store, Camping, Canoe or Kayak Camping, Canoeing, Compass and GPS, Cross-Country Skiing, Dining, Fishing, Fly Fishing, Food, Freshwater Fishing, Freshwater Swimming, Front-Country Hiking, Guided Tours, Hiking, Hunting, Hunting and Gathering, Jet Skiing, Junior Ranger Program, Kayaking, Motorized Boating, Museum Exhibits, Off-Trail Permitted Hiking, Paddling, Park Film, Picnicking, Playground, Road Biking, Sailing, Scenic Driving, Self-Guided Tours - Walking, Shopping, Skiing, Snow Play, Snowshoeing, Stand Up Paddleboarding, Stargazing, Swimming, Theater, Wildlife Watching","Ancient Seas, Animals, Archeology, Architecture and Building, Arts, Astronomy, Birds, Bison, Burial, Cemetery and Gravesite, Canyons and Canyonlands, Cats (wild), Cavalry, Caves, Caverns and Karst, Colonization and Settlement, Commerce, Dams, Elk, Engineering, Explorers and Expeditions, Farming and  Agriculture, Fire, Fish, Foothills, Plains and Valleys, Forests and Woodlands, Forts, Fossils and Paleontology, Freshwater Springs, Geology, Groundwater, Homesteading, Indian and Frontier Wars, Indigenous and Native Warrior, Industry, Lakes, Migrations, Military, Mining, Mountains, Native American Heritage, Natural Sounds, Night Sky, Painting, Photography, Poetry and Literature, Ranches, Rare, River and Riparian, Rock Landscapes and Features, Scenic Views, Schools and Education, Thickets and Shrublands, Tortoises and Turtles, Trails, Tribal Conflicts, Unique Species, Wars and Conflicts, Water Trails, Waterfalls, Watersheds, Westward Expansion, Wilderness, Women's History",NA
"Birmingham Civil Rights","BICR","National Monument",0,NA,"AL","33.5154266357422","-86.8146667480469",2017-01-13,4,"0.23","0","0.88",NA,NA,NA,NA,"Guided Tours, Museum Exhibits, Self-Guided Tours - Walking","African American Heritage, Civil Rights, Explosions, Incarceration, Jails and Prisons, Monuments and Memorials, Murders, Social Movements, Tragic Events, Urban America, Women's History",NA
"Big Cypress","BICY","National Preserve",0,"Southeast ","FL","25.97079602","-81.08120629",1974-10-11,46,"677,318.30","1,890.21","720,564.01","1,007,471","3,393,687",83955.9166666667,282807.25,"Arts and Culture, Astronomy, ATV Off-Roading, Auto and ATV, Backcountry Camping, Backcountry Hiking, Biking, Birdwatching, Boat Tour, Boat Tour, Boating, Bookstore and Park Store, Bus/Shuttle Guided Tour, Camping, Canoeing, Car or Front Country Camping, Cultural Demonstrations, Food, Front-Country Hiking, Group Camping, Guided Tours, Hiking, Hunting, Hunting and Gathering, Junior Ranger Program, Kayaking, Museum Exhibits, Paddling, Park Film, Picnicking, Road Biking, RV Camping, Scenic Driving, Shopping, Stargazing, Wildlife Watching","Alligators or Crocodiles, Animals, Archeology, Arts, Birds, Cats (wild), Coniferous Forests, Deciduous Forests, Endangered, Estuaries and Mangroves, Explorers and Expeditions, Fire, Forests and Woodlands, Grasslands, Groundwater, Industry, Logging and Timber Cutting, Native American Heritage, Night Sky, Photography, River and Riparian, Swamps, Unique Species, Watersheds, Wetlands","Entrance Fee (0.0000)"
"Big Hole","BIHO","National Battlefield",0,"Pacific West ","MT","45.64647324","-113.6458443",1910-06-23,111,"655.61","320","975.61","45,861","65,928",3821.75,5494,"Arts and Culture, Birdwatching, Bookstore and Park Store, Cross-Country Skiing, Cultural Demonstrations, Fishing, Food, Freshwater Fishing, Front-Country Hiking, Gift Shop and Souvenirs, Guided Tours, Hiking, Junior Ranger Program, Museum Exhibits, Picnicking, Self-Guided Tours - Auto, Self-Guided Tours - Walking, Shopping, Skiing, Snowshoeing, Wildlife Watching","Battlefields, Burial, Cemetery and Gravesite, Homesteading, Indian and Frontier Wars, Indigenous and Native Warrior, Infantry and Militia, Massacres, Military, Native American Heritage, The Gold Rush, Tragic Events, Trails, Tribal Conflicts, US Army, Wars and Conflicts, Westward Expansion","Entrance Fees (0.0000)"
"Biscayne","BISC","National Park",1,"Southeast ","FL","25.490587","-80.21023851",1968-10-18,52,"171,376.96","359.85","172,971.11","708,522","2,205,175",59043.5,183764.583333333,"Boat Tour, Boating, Camping, Fishing, Guided Tours, Junior Ranger Program, Museum Exhibits, Paddling, Park Film","African American Heritage, Animals, Arts, Climate Change, Coral Reefs, Endangered, Estuaries and Mangroves, Maritime, Oceans, Ships and Shipwrecks, Unique Species","No entrance fees. (0.0000)"
"Big South Fork","BISO","National River & Recreation Area",0,"Southeast ","KY,TN","36.5348388","-84.66506688",1974-03-07,47,"114,795.27","6,018.04","123,693.26","750,494","5,273,150",62541.1666666667,439429.166666667,"Arts and Culture, Astronomy, Backcountry Camping, Biking, Birdwatching, Boating, Bookstore and Park Store, Camping, Climbing, Fishing, Food, Freshwater Fishing, Hiking, Horse Camping (see also Horse/Stock Use), Horse Trekking, Horseback Riding, Hunting, Hunting and Gathering, Junior Ranger Program, Mountain Biking, Paddling, Park Film, Picnicking, Pool Swimming, Rock Climbing, RV Camping, Shopping, Swimming, Tubing, Wildlife Watching","Animals, Arches, Arts, Civil War, Deciduous Forests, Fire, Forests and Woodlands, Geology, Industry, Mining, Night Sky, Photography, Rock Landscapes and Features, Scenic Views, Trails, Trains and Railroads, Transportation, Unique Species, Wars and Conflicts, Waterfalls","Big South Fork Entrance Fee (0.0000)"
"Big Thicket","BITH","National Preserve",0,"Intermountain ","TX","30.4579834310497","-94.3867421150208",1974-10-11,46,"108,734.76","908.71","113,121.96","255,926","826,557",21327.1666666667,68879.75,"Backcountry Camping, Birdwatching, Boating, Bookstore and Park Store, Camping, Canoe or Kayak Camping, Canoe or Kayak Camping, Canoeing, Fishing, Gift Shop and Souvenirs, Hiking, Hunting, Hunting and Gathering, Junior Ranger Program, Kayaking, Paddling, Park Film, Shopping, Wildlife Watching","Animals, Birds, Conservation Movement, Endangered, Fire, Forests and Woodlands, Industry, Logging and Timber Cutting, Mining, River and Riparian, Social Movements, Thickets and Shrublands, Trails, Unique Species, Water Trails, Watersheds, Wetlands","Free Admission (0.0000)"
"John H. Chafee Blackstone River Valley","BLAC","National Heritage Corridor",0,NA,"MA,RI","42.201158","-71.668818",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts and Culture, Biking, Birdwatching, Boating, Camping, Canoe or Kayak Camping, Canoeing, Fishing, Food, Guided Tours, Hiking, Kayaking, Paddling, Stand Up Paddleboarding, Wildlife Watching","American Revolution, Animals, Architecture and Building, Arts, Birds, Bridges, Canals, Climate Change, Explorers and Expeditions, Farming and  Agriculture, Fish, Foothills, Plains and Valleys, Forests and Woodlands, Industry, Laborer and Worker, Mills, Monuments and Memorials, Natural Sounds, Roads, Routes and Highways, Scenic Views, Schools and Education, Tortoises and Turtles, Trails, Trains and Railroads, Transportation, Urban America, Water Trails, Watersheds","Fees for John H. Chafee Blackstone River Valley National Heritage Corridor (0.0000)"
"Black Canyon Of The Gunnison","BLCA","National Park",1,"Intermountain ","CO","38.57779869","-107.7242756",1933-03-02,88,"29,828.28","33.27","30,779.83","432,818","2,194,503",36068.1666666667,182875.25,"Auto and ATV, Backcountry Hiking, Camping, Climbing, Cross-Country Skiing, Fishing, Hiking, Horse Trekking, Horseback Riding, Kayaking, Paddling, Scenic Driving, Skiing, Snowshoeing, Wildlife Watching","Animals, Birds, Canyons and Canyonlands, Explorers and Expeditions, Geology, Trains and Railroads, Transportation","Entrance Fee - per vehicle (25.0000), Entrance Fee - per pedestrian or bicycle (15.0000), Entrance Fee - commercial bus (100.0000), Entrance Fee - commercial bus (40.0000), Entrance Fee - commercial bus (25.0000), Entrance Fee - per motorcycle (20.0000)"
"Blue Ridge","BLRI","Parkway",0,"Southeast ","NC,VA","36.53386746","-81.0420999",1933-06-16,88,"85,732.44","10,493.49","99,386.08","14,976,085","93,741,560",1248007.08333333,7811796.66666667,"Arts and Culture, Auto and ATV, Backcountry Hiking, Biking, Bookstore and Park Store, Camping, Car or Front Country Camping, Fishing, Food, Freshwater Fishing, Front-Country Hiking, Hiking, Junior Ranger Program, Live Music, Picnicking, Road Biking, Scenic Driving, Shopping, Wildlife Watching","Animals, Birds, Bridges, Deciduous Forests, Elk, Engineering, Fish, Foothills, Plains and Valleys, Forests and Woodlands, Landscape Design, Mountains, Music, Roads, Routes and Highways, Scenic Views, Trails, Transportation, Tunnels","No entrance fee (0.0000)"
"Blue Ridge","BLRN","National Heritage Area",0,NA,"NC","37.1117477416992","-80.8496627807617",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arts and Culture, Astronomy, Auto and ATV, Backcountry Camping, Backcountry Hiking, Biking, Birdwatching, Camping, Canoeing, Car or Front Country Camping, Craft Demonstrations, Cross-Country Skiing, Downhill Skiing, Fishing, Fly Fishing, Food, Freshwater Fishing, Freshwater Swimming, Front-Country Hiking, Hiking, Kayaking, Live Music, Mountain Biking, Paddling, Picnicking, River Tubing, Road Biking, Scenic Driving, Skiing, Stargazing, Swimming, Tubing, Whitewater Rafting, Wildlife Watching","Animals, Arts, Birds, Climate Change, Deciduous Forests, Endangered, Farming and  Agriculture, Fish, Foothills, Plains and Valleys, Forests and Woodlands, Industry, Lakes, Logging and Timber Cutting, Mountains, Music, Native American Heritage, Natural Sounds, Night Sky, Painting, Poetry and Literature, River and Riparian, Roads, Routes and Highways, Scenic Views, Transportation, Unique Species, Waterfalls, Wilderness","Entrance Fees (0.0000)"
"Blackstone River Valley","BLRV","National Historical Park",0,NA,"RI,MA","42.0985434981132","-71.6462543418673",2014-12-19,6,"0","1,489.00","1,489.00",NA,NA,NA,NA,"Biking, Birdwatching, Boat Tour, Camping, Canoe or Kayak Camping, Canoe or Kayak Camping, Canoeing, Dining, Fishing, Food, Guided Tours, Junior Ranger Program, Kayaking, Paddling, Picnicking, Self-Guided Tours - Walking, Stand Up Paddleboarding, Wildlife Watching","American Revolution, Animals, Architecture and Building, Arts, Birds, Bridges, Canals, Climate Change, Dams, Farming and  Agriculture, Fish, Foothills, Plains and Valleys, Forests and Woodlands, Laborer and Worker, Monuments and Memorials, Natural Sounds, Roads, Routes and Highways, Scenic Views, Schools and Education, Tortoises and Turtles, Trails, Trains and Railroads, Transportation, Urban America, Water Trails, Watersheds","Fees for Blackstone River Valley National Historical Park (0.0000)"
"Bluestone","BLUE","National Scenic River",0,"Northeast ","WV","37.56577087","-80.98366657",1988-12-26,32,"3,032.00","41.51","4,309.51","37,663","94,160",3138.58333333333,7846.66666666667,"Biking, Birdwatching, Boating, Canoeing, Fishing, Freshwater Fishing, Guided Tours, Hiking, Hunting, Hunting and Gathering, Junior Ranger Program, Kayaking, Mountain Biking, Paddling, Wildlife Watching","Animals, Birds, Deciduous Forests, Farming and  Agriculture, Fish, Forests and Woodlands, Geology, Mountains, River and Riparian, Rock Landscapes and Features, Trails","Entrance (0.0000)"
"Boston African American","BOAF","National Historic Site",0,"Northeast ","MA","42.35908295","-71.06764181",1980-10-10,40,"0","0.53","0.59","419,585","839,170",34965.4166666667,69930.8333333333,"Guided Tours, Museum Exhibits, Self-Guided Tours - Walking","Abolition Movement, African American Heritage, Civil War, Social Movements, Wars and Conflicts","Museum of African American History - Entrance Fee (10.0000), Museum of African American History - Members (0.0000), Museum of African American History - 12 and under (0.0000), Museum of African American History - Student, 62 and older (8.0000), Walking Tours of the Black Heritage Trail (0.0000), Museum of African American History - Boston Public School Students (0.0000)"
"Boston Harbor Islands","BOHA","National Recreation Area",0,NA,"MA","42.30905526","-70.93941138",1996-11-12,24,"0.06","248","1,482.31",NA,NA,NA,NA,"Arts and Culture, Backcountry Camping, Birdwatching, Boating, Camping, Canoe or Kayak Camping, Dining, Fishing, Food, Guided Tours, Hiking, Junior Ranger Program, Kayaking, Live Music, Living History, Paddling, Picnicking, Saltwater Fishing, Wildlife Watching","Animals, Birds, Civil War, Fish, Forts, Military, US Army, Wars and Conflicts","Fees and Reservations Vary (0.0000)"
"Boston","BOST","National Historical Park",0,"Northeast ","MA","42.36957407","-71.05536763",1974-10-01,46,"37.96","0.77","43.82","3,201,834","2,622,217",266819.5,218518.083333333,"Guided Tours, Junior Ranger Program, Museum Exhibits","American Revolution, Battlefields, Infantry and Militia, Maritime, Maritime - Military, Military, Monuments and Memorials, Ships and Shipwrecks, US Navy, Wars and Conflicts","For Admission to Historic Sites in the Park (0.0000), Old South Meeting House (6.0000), Old South Meeting House (5.0000), Old South Meeting House (1.0000), Old South Meeting House (0.0000), Old State House (12.0000), Old State House (10.0000), Old State House (0.0000), Paul Revere House (5.0000), Paul Revere House (4.5000), Paul Revere House (1.0000), Old North Church (8.0000), Old North Church (6.0000), Old North Church (4.0000)"
"Booker T Washington","BOWA","National Monument",0,"Northeast ","VA","37.11520539","-79.73185833",1956-04-02,65,"239.01","0","239.01","24,640","48,283",2053.33333333333,4023.58333333333,"Arts and Culture, Craft Demonstrations, Cultural Demonstrations, Food, Guided Tours, Hiking, Junior Ranger Program, Live Music, Living History, Museum Exhibits, Park Film, Picnicking, Reenactments","African American Heritage, Birthplace, Civil Rights, Civil War, Enslavement, Farming and  Agriculture, Monuments and Memorials, Plantations, Reconstruction, Schools and Education, Social Movements, Wars and Conflicts","Free Admission (0.0000)"
"Bryce Canyon","BRCA","National Park",1,"Intermountain ","UT","37.58399144","-112.1826689",1923-06-08,98,"35,832.58","2.5","35,835.08","2,594,904","12,705,683",216242,1058806.91666667,"Astronomy, Backcountry Hiking, Bookstore and Park Store, Camping, Cross-Country Skiing, Dining, Food, Guided Tours, Hiking, Horse Trekking, Junior Ranger Program, Shopping, Skiing, Snowshoeing, Stargazing, Wildlife Watching","Animals, Astronomy, Birds, Cats (wild), Geology, Native American Heritage, Night Sky, Rock Landscapes and Features, Trails","Private Vehicle - Valid for 7 days (35.0000), Per Person - Valid for 7 days (20.0000), Motorcycle - Valid for 7 days (30.0000), Road-based Commercial Tour (vehicle up to six seats) (30.0000), Road-based Commercial Tour (vehicle 7-15 seats, regardless of occupancy) (50.0000), Road-based Commercial Tour (vehicle 16-25 seats, regardless of occupancy) (60.0000), Road-based Commercial Tour (vehicle 26 or more seats, regardless of occupancy) (150.0000)"
"Brices Cross Roads","BRCR","National Battlefield Site",0,NA,"MS","34.50611958","-88.72889343",1929-02-21,92,"1","0","1",NA,NA,NA,NA,"Guided Tours, Self-Guided Tours - Auto, Self-Guided Tours - Walking","Civil War, Wars and Conflicts","No entrance fee (0.0000)"
"Brown v. Board of Education","BRVB","National Historic Site",0,"Midwest ","KS","39.03787665","-95.67614437",1992-10-26,28,"1.85","0","1.85","21,413","42,826",1784.41666666667,3568.83333333333,"Bookstore and Park Store, Museum Exhibits, Park Film, Shopping","African American Heritage, Civil Rights, Schools and Education, Social Movements, Urban America","Fees (0.0000)"
"Buffalo","BUFF","National River",0,"Midwest ","AR","36.04116481","-92.90761584",1972-03-01,49,"88,379.34","118.36","94,293.31","1,326,282","6,547,611",110523.5,545634.25,"Backcountry Camping, Backcountry Hiking, Camping, Canoeing, Caving, Fishing, Food, Guided Tours, Hiking, Horse Trekking, Hunting and Gathering, Junior Ranger Program, Off-Trail Permitted Hiking, Paddling, Wildlife Watching","Animals, Archeology, Birds, Caves, Caverns and Karst, Elk, Fire, Forests and Woodlands, Geology, River and Riparian, Watersheds","Entrance Fee (0.0000)"
"Buck Island Reef","BUIS","National Monument",0,"Southeast ","VI","17.81026717","-64.6222179",1961-12-28,59,"880","0","19,015.47","37,085","220,064",3090.41666666667,18338.6666666667,"Birdwatching, Boating, Hiking, Kayaking, Motorized Boating, Paddling, Sailing, Saltwater Swimming, SCUBA Diving, Snorkeling, Swimming, Wildlife Watching","Animals, Archeology, Birds, Colonization and Settlement, Coral Reefs, Fish, Geology, Maritime, Oceans, The Tropics, Tortoises and Turtles, Trails, Water Trails","No Entrance Fee (0.0000)"
"Cabrillo","CABR","National Monument",0,"Pacific West ","CA","32.6722503","-117.2415985",1913-10-14,107,"159.94","0","159.94","761,485","1,139,001",63457.0833333333,94916.75,"Birdwatching, Bookstore and Park Store, First Person Interpretation, Gift Shop and Souvenirs, Hiking, Historic Weapons Demonstration, Junior Ranger Program, Living History, Museum Exhibits, Park Film, Reenactments, Shopping, Wildlife Watching","Animals, Birds, Burial, Cemetery and Gravesite, Coastal Defenses, Explorers and Expeditions, Lighthouses, Maritime, Maritime - Military, Military, Monuments and Memorials, National Cemetery, Oceans, Scenic Views, Ships and Shipwrecks, Whales","Cabrillo Entrance Fee - Per non commercial vehicle (20.0000), Cabrillo Entrance Fee - per motorcycle (15.0000), Cabrillo Entrance Fee - per walker or bicyclist (10.0000), Cabrillo Entrance Fee - per commercical vehicle 1-6 Passenger Capacity* (30.0000), Cabrillo Entrance Fee - per commercial vehicle 7-25 Passenger Capacity* (45.0000), Cabrillo Entrance Fee - per commercial vehicle 26+ Passenger Capacity* (100.0000)"
